,utterance,request,importance
15621,user account hacked get back,recover_password,standard_priority
15622,wan na make changes information profile,edit_account,high_priority
15623,want write review service,review,standard_priority
15624,try remove account,delete_account,high_priority
15625,want information talk fucking customer support,contact_customer_service,high_priority
15626,help report issue payments,payment_issue,medium_priority
15627,got error tried make payment charged anyway inform,payment_issue,standard_priority
15628,want inform issue payment,payment_issue,high_priority
15629,changed ym mind cancel account,delete_account,standard_priority
15630,leave review service,review,medium_priority
15631,ca find invoices check,check_invoices,standard_priority
15632,u ask agent delete user account,delete_account,high_priority
15633,tell mail customer service,contact_customer_service,medium_priority
15634,like service make complaint,complaint,standard_priority
15635,help contacting agent,contact_human_agent,medium_priority
15636,helping speak human,contact_human_agent,standard_priority
15637,would possible check refund policy,check_refund_policy,standard_priority
15638,please tell could several accounts,create_account,medium_priority
15639,show cancelled,get_refund,standard_priority
15640,want information send email client service,contact_customer_service,standard_priority
15641,need assistance regarding online,registration_problems,high_priority
15642,purchased item modify purchase,change_order,standard_priority
15643,issues setting new shipping address,set_up_shipping_address,medium_priority
15644,dont profile u create one,create_account,high_priority
15645,like service file complaint,complaint,standard_priority
15646,ca find invoices want view,check_invoices,standard_priority
15647,want help seeing termination charges,check_cancellation_fee,medium_priority
15648,got notify issues,registration_problems,high_priority
15649,ask agent know orders,track_order,medium_priority
15650,need help subscribe company newsletter,newsletter_subscription,medium_priority
15651,leave comment service,review,medium_priority
15652,got error message tried pay charged anyway,payment_issue,standard_priority
15653,inform payment problems,payment_issue,high_priority
15654,want cancel purchase,cancel_order,standard_priority
15655,need information talk customer support please,contact_customer_service,high_priority
15656,inform problems paying,payment_issue,medium_priority
15657,help view money back policy,check_refund_policy,medium_priority
15658,need asistance trying edit shipping address,change_shipping_address,high_priority
15659,know could remove item order,change_order,standard_priority
15660,need assistance submitting feedback services,review,medium_priority
15661,changed mind close profie,delete_account,high_priority
15662,concerft cancelled request refund,get_refund,standard_priority
15663,help switching new account,switch_account,medium_priority
15664,could change item order,change_order,medium_priority
15665,need supports trying edit address,change_shipping_address,medium_priority
15666,got error message attempted make payment charged anyway could report please,payment_issue,standard_priority
15667,want file consumer complaint,complaint,standard_priority
15668,please u ask agent view fucking bills,check_invoices,high_priority
15669,ask agent notify problems paying,payment_issue,medium_priority
15670,ask agent view bill,check_invoices,medium_priority
15671,need help contact customer service,contact_customer_service,medium_priority
15672,report issue making payment,payment_issue,medium_priority
15673,want information wan na call customer support,contact_customer_service,high_priority
15674,helping help speak someone,contact_human_agent,medium_priority
15675,would like notify problem paying,payment_issue,standard_priority
15676,help filing complaint,complaint,medium_priority
15677,ca remember account password need help retrieving,recover_password,standard_priority
15678,help check time customer service available,contact_customer_service,medium_priority
15679,know edit information account,edit_account,standard_priority
15680,helping want talk person,contact_human_agent,standard_priority
15681,ca find bklls want check,check_invoices,standard_priority
15682,like service file consumer complaint,complaint,standard_priority
15683,see ticket delivery options,delivery_options,high_priority
15684,notify problem making payment,payment_issue,medium_priority
15685,got set different shipping address,set_up_shipping_address,standard_priority
15686,changed mind like close fucking user account,delete_account,standard_priority
15687,need refund obtain one,get_refund,high_priority
15688,u show phone number customer support,contact_customer_service,high_priority
15689,need help setting shipping address,set_up_shipping_address,medium_priority
15690,want help check cases ask refund,check_refund_policy,standard_priority
15691,tell shipments way,track_order,standard_priority
15692,problem making payment card inform,payment_issue,standard_priority
15693,u ask agent solve issue payment,payment_issue,high_priority
15694,ehlp speak person,contact_human_agent,medium_priority
15695,want file complaint help,complaint,standard_priority
15696,error message pops try make payment card,payment_issue,high_priority
15697,assistance track order,track_order,medium_priority
15698,u helping u talk human agent,contact_human_agent,high_priority
15699,receive invoice viewti,check_invoices,standard_priority
15700,need account create one,create_account,standard_priority
15701,problems trying createan account,registration_problems,standard_priority
15702,checking refund status,track_refund,medium_priority
15703,issue paying online order ahould notify,payment_issue,standard_priority
15704,check refund status,track_refund,medium_priority
15705,show postponed obtain reimbursement,get_refund,standard_priority
15706,get information password reset,recover_password,high_priority
15707,problem paying card inform,payment_issue,standard_priority
15708,could inform problems paying,payment_issue,medium_priority
15709,please could ask agent could view fucking bill,check_invoices,medium_priority
15710,got error attempted pay charged anyway inform,payment_issue,standard_priority
15711,want know check shipments,track_order,standard_priority
15712,make consumer complaint service,complaint,medium_priority
15713,need help cancelling order,cancel_order,standard_priority
15714,know could delete account,delete_account,standard_priority
15715,know need track last order,track_order,standard_priority
15716,need account help create one,create_account,medium_priority
15717,ask agent hhow long delivery takes,delivery_period,medium_priority
15718,want help cancelling company newsletter subscription,newsletter_subscription,medium_priority
15719,want request refund,get_refund,high_priority
15720,dont shipping address set,set_up_shipping_address,high_priority
15721,notify problem making payment,payment_issue,medium_priority
15722,check status refund,track_refund,standard_priority
15723,register seveal profiles email,create_account,medium_priority
15724,like information would like speak client service please,contact_customer_service,standard_priority
15725,help check cancellation fees,check_cancellation_fee,medium_priority
15726,delete account,delete_account,medium_priority
15727,intewrested kn refund policy want know,check_refund_policy,standard_priority
15728,want inform issue paying wha,payment_issue,high_priority
15729,receive bills help see,check_invoices,standard_priority
15730,got user account register,create_account,standard_priority
15731,happy service lodge comment,review,standard_priority
15732,report issue payment,payment_issue,medium_priority
15733,need help talking customer support,contact_customer_service,medium_priority
15734,want account need help removing,delete_account,standard_priority
15735,could tell fucking free phone number contact client service,contact_customer_service,medium_priority
15736,made mistake u ask agent modify order,change_order,high_priority
15737,helping contact person,contact_human_agent,standard_priority
15738,wan na know create two accounts samer email address,create_account,high_priority
15739,got user account register,create_account,medium_priority
15740,user account open one,create_account,high_priority
15741,know track last order,track_order,standard_priority
15742,file consumer complaint service,complaint,high_priority
15743,tell create several online accounts single email,create_account,medium_priority
15744,could create account,create_account,medium_priority
15745,cancel order,cancel_order,standard_priority
15746,would possible check cancellation fee,check_cancellation_fee,medium_priority
15747,tell obtain invoices,get_invoice,high_priority
15748,buy several items,place_order,medium_priority
15749,want use online account change,switch_account,standard_priority
15750,information seeing invoices,get_invoice,standard_priority
15751,chosen wrong shipping address,change_shipping_address,medium_priority
15752,could check status refund,track_refund,standard_priority
15753,set another shipping address,set_up_shipping_address,medium_priority
15754,wan na close user account,delete_account,high_priority
15755,give information delivery address change,change_shipping_address,medium_priority
15756,wat register,create_account,medium_priority
15757,need reimbursement obtain one,get_refund,high_priority
15758,u ask agent get invoice,get_invoice,high_priority
15759,ca find bill see,check_invoices,standard_priority
15760,wan na cancwl online account,delete_account,high_priority
15761,would like know delivery options,delivery_options,standard_priority
15762,error pops attempt pay online order,payment_issue,standard_priority
15763,online account hacked get back,recover_password,standard_priority
15764,ca find bills view,check_invoices,standard_priority
15765,need buy item,place_order,medium_priority
15766,question speak customer service,contact_customer_service,standard_priority
15767,want information need help contacting customer support,contact_customer_service,medium_priority
15768,ask agent report problem paying,payment_issue,medium_priority
15769,changed mind need help deleting profile,delete_account,standard_priority
15770,want know create two user accounts single email address,create_account,standard_priority
15771,got error attempted make payment card charged anyway want notify,payment_issue,standard_priority
15772,error pops attempt make payment online order,payment_issue,high_priority
15773,want speak person,contact_human_agent,medium_priority
15774,help register,create_account,medium_priority
15775,problem paying cn report,payment_issue,medium_priority
15776,could help get invoices last month,get_invoice,standard_priority
15777,want check shipments tell,track_order,standard_priority
15778,please ask agent could lodge consumer complaint sevrice,complaint,medium_priority
15779,report problem making payment,payment_issue,high_priority
15780,receive invoices help view,check_invoices,standard_priority
15781,report registration issue,registration_problems,medium_priority
15782,need assistance report signup issxues,registration_problems,high_priority
15783,possible cancel last order made,cancel_order,standard_priority
15784,assistance tracking last order,track_order,medium_priority
15785,subscribing company newsletter,newsletter_subscription,medium_priority
15786,want notify issue making payment,payment_issue,high_priority
15787,see options ticket delivery,delivery_options,medium_priority
15788,issue trying pay notify,payment_issue,standard_priority
15789,tell time customer service available,contact_customer_service,medium_priority
15790,help check cases ask refunded,check_refund_policy,standard_priority
15791,status refund,track_refund,standard_priority
15792,try set new shipping address,set_up_shipping_address,medium_priority
15793,problem trying pay card report,payment_issue,standard_priority
15794,changed mind hould close online account,delete_account,standard_priority
15795,tell trackmy order,track_order,medium_priority
15796,know need check cancellation fee,check_cancellation_fee,standard_priority
15797,wan na close account,delete_account,high_priority
15798,want see options delivery,delivery_options,medium_priority
15799,dont understand contact human agent,contact_human_agent,high_priority
15800,got error message attempted pay charged anyway report,payment_issue,standard_priority
15801,error updating damn shipping address,change_shipping_address,medium_priority
15802,tel free client service,contact_customer_service,medium_priority
15803,want information help contact customer service,contact_customer_service,medium_priority
15804,id like check options delivery,delivery_options,medium_priority
15805,like service lodge complaint,complaint,standard_priority
15806,see status reimbursement,track_refund,high_priority
15807,u ask agent retrieve account password,recover_password,high_priority
15808,need information changing shipping address,change_shipping_address,medium_priority
15809,try cancel last order made,cancel_order,standard_priority
15810,want use fucking online account switch,switch_account,high_priority
15811,could create another standard account,create_account,medium_priority
15812,know could get invoices,get_invoice,standard_priority
15813,update shipping address,change_shipping_address,medium_priority
15814,show bills,check_invoices,medium_priority
15815,got modify online account,edit_account,standard_priority
15816,help submit feedback services,review,medium_priority
15817,cases ask refund,check_refund_policy,standard_priority
15818,helping could talk fucking human,contact_human_agent,standard_priority
15819,need assistance canceling last order,cancel_order,standard_priority
15820,tell track order,track_order,medium_priority
15821,view cancellation penalties,check_cancellation_fee,high_priority
15822,want know know packages please,track_order,high_priority
15823,know close user account,delete_account,high_priority
15824,happy service file review,review,high_priority
15825,change another user account,switch_account,high_priority
15826,changing shipping address,change_shipping_address,medium_priority
15827,want check early exit fee,check_cancellation_fee,medium_priority
15828,know could set new shipping address,set_up_shipping_address,standard_priority
15829,call check delivery options,delivery_options,medium_priority
15830,want check payment methods,check_payment_methods,standard_priority
15831,could track order,track_order,medium_priority
15832,tell make payment master card,check_payment_methods,high_priority
15833,cant switch another user profiole,switch_account,high_priority
15834,event postponed help get reimbursement,get_refund,standard_priority
15835,help checking allowed payment options,check_payment_methods,medium_priority
15836,helping speak human,contact_human_agent,standard_priority
15837,id like lodge fucking review canh,review,high_priority
15838,im discontent service help submit complaint,complaint,medium_priority
15839,ask agent mail address contact customer support,contact_customer_service,medium_priority
15840,ask agent could delete account,delete_account,medium_priority
15841,made mistake modify order,change_order,standard_priority
15842,got error message tried pay card charged anyway,payment_issue,standard_priority
15843,ca understand like contact someone,contact_human_agent,standard_priority
15844,tell check package,track_order,medium_priority
15845,help get invoices last purchase,get_invoice,medium_priority
15846,tell one profile,create_account,standard_priority
15847,issue trying pay report,payment_issue,standard_priority
15848,problem making payment card notify,payment_issue,high_priority
15849,want information help contact customer support,contact_customer_service,high_priority
15850,want know could make payment card please,check_payment_methods,standard_priority
15851,please could ask agent could report fucking paymet issue,payment_issue,medium_priority
15852,helping want speak human,contact_human_agent,standard_priority
15853,tell know packages,track_order,medium_priority
15854,tell track shipment,track_order,medium_priority
15855,help obtain bill,get_invoice,medium_priority
15856,purchased product need help changing order,change_order,standard_priority
15857,would like set another shipping address,set_up_shipping_address,medium_priority
15858,reset account password,recover_password,medium_priority
15859,wana cancel profile,delete_account,high_priority
15860,ca check status refund,track_refund,standard_priority
15861,tell get bill,get_invoice,medium_priority
15862,want know see bilo,get_invoice,standard_priority
15863,tell obtain bill,get_invoice,medium_priority
15864,file consumer complaint,complaint,medium_priority
15865,need help contact agent,contact_human_agent,medium_priority
15866,want check status refund,track_refund,high_priority
15867,error message pops try pay online order,payment_issue,standard_priority
15868,could ask agent receive fucking newsletter please,newsletter_subscription,medium_priority
15869,issue triyng make payment need help notifying,payment_issue,standard_priority
15870,want reimbursement get one,get_refund,standard_priority
15871,want assistance editing data profile,edit_account,high_priority
15872,game cancelled help,get_refund,standard_priority
15873,file complaint,complaint,medium_priority
15874,want know mail address customer support,contact_customer_service,medium_priority
15875,got error attempted make payment card charged anyway report,payment_issue,high_priority
15876,cancel last order,cancel_order,medium_priority
15877,dont want fucking account could u delete,delete_account,high_priority
15878,show cancelled obtain reimbursement,get_refund,high_priority
15879,problem trying pay online order help report,payment_issue,standard_priority
15880,obtain invoice,get_invoice,medium_priority
15881,find early exit penalties uhelp,check_cancellation_fee,high_priority
15882,issue trying pay card inform,payment_issue,standard_priority
15883,wan na see phone number contact customer support,contact_customer_service,high_priority
15884,dont understand speak person,contact_human_agent,high_priority
15885,could show cases ask refunded,check_refund_policy,standard_priority
15886,know talk agent,contact_human_agent,standard_priority
15887,get information options delivery,delivery_options,medium_priority
15888,question whta talk customer support,contact_customer_service,high_priority
15889,u ask agent whats reimbursement oplicy,check_refund_policy,high_priority
15890,tell fast expect ticket arrive,delivery_period,medium_priority
15891,possible check invoice,check_invoice,medium_priority
15892,account hacked get back,recover_password,standard_priority
15893,understand want speak human agent,contact_human_agent,standard_priority
15894,show money back guaranee,check_refund_policy,medium_priority
15895,make order,place_order,standard_priority
15896,get error attempt make payment order,payment_issue,standard_priority
15897,want create account,create_account,medium_priority
15898,online account hacked recover,recover_password,standard_priority
15899,make changes shipping address,change_shipping_address,medium_priority
15900,want get information obtaining invoice,get_invoice,medium_priority
15901,know track order,track_order,standard_priority
15902,get error attempt pay,payment_issue,standard_priority
15903,problem making payment help report,payment_issue,high_priority
15904,issue making payment card notify,payment_issue,standard_priority
15905,check anything wrong refund,track_refund,standard_priority
15906,user account hacked recover,recover_password,high_priority
15907,need help seeing withdrawal penalties,check_cancellation_fee,medium_priority
15908,wan na know request invoices please,get_invoice,high_priority
15909,want information contact customer support,contact_customer_service,medium_priority
15910,issue paying order report,payment_issue,standard_priority
15911,got file complaint business,complaint,standard_priority
15912,ask agent report issues making payment please,payment_issue,medium_priority
15913,give information password recovery,recover_password,medium_priority
15914,want check ticket delivery options help,delivery_options,standard_priority
15915,tell soon expect tickets,delivery_period,medium_priority
15916,want account wan na create one,create_account,high_priority
15917,havent got user account wan na open one,create_account,high_priority
15918,got error tried make payment charged anyway notify,payment_issue,standard_priority
15919,want check fucking status refund u help,track_refund,high_priority
15920,whats delivery period ticket,delivery_period,medium_priority
15921,question call customer support,contact_customer_service,standard_priority
15922,ca find invoices show,check_invoices,high_priority
15923,try switch another user account,switch_account,medium_priority
15924,error message pops attempt pay card help,payment_issue,standard_priority
15925,lost password reset,recover_password,standard_priority
15926,arent helping need help talking human please,contact_human_agent,high_priority
15927,need help find invoices purchases ago,check_invoice,standard_priority
15928,need help check allowed payment methods,check_payment_methods,medium_priority
15929,want check bill u help,check_invoices,high_priority
15930,tell several online accounts,create_account,medium_priority
15931,change profilr,edit_account,medium_priority
15932,help submit feedback,review,medium_priority
15933,wan na check invoices,check_invoices,high_priority
15934,ask agent check ticket delivery options,delivery_options,high_priority
15935,u ask agent talk client service,contact_customer_service,high_priority
15936,need assistance changing shipping address,change_shipping_address,medium_priority
15937,ca notify signup error,registration_problems,standard_priority
15938,calling get invoices,get_invoice,standard_priority
15939,want account delete,delete_account,standard_priority
15940,cancel online account,delete_account,medium_priority
15941,error pops attempt pay card,payment_issue,standard_priority
15942,could get invoice last purchase,get_invoice,standard_priority
15943,could get information delivery periods,delivery_period,medium_priority
15944,someone stole password want retrieve,recover_password,standard_priority
15945,payment go,payment_issue,standard_priority
15946,ask agent notify issues payment please,payment_issue,medium_priority
15947,list fucking payment methods,check_payment_methods,standard_priority
15948,making complaint ur company,complaint,medium_priority
15949,question talk customer service,contact_customer_service,standard_priority
15950,give information delivery periods,delivery_period,medium_priority
15951,dont understand contact human,contact_human_agent,high_priority
15952,happy service file complaint,complaint,standard_priority
15953,need help getting refunds money,get_refund,standard_priority
15954,know report payment issues,payment_issue,standard_priority
15955,want know check delivery,track_order,medium_priority
15956,need change new account,switch_account,medium_priority
15957,wan na file complaint,complaint,high_priority
15958,got profile create one,create_account,standard_priority
15959,report payment issue,payment_issue,medium_priority
15960,tell mail address client service,contact_customer_service,medium_priority
15961,could show cancellation fees,check_cancellation_fee,medium_priority
15962,could help buy several item,place_order,medium_priority
15963,show refund status,track_refund,medium_priority
15964,dont understand speak person,contact_human_agent,high_priority
15965,got error attempted make payment card charged anyway inform,payment_issue,standard_priority
15966,trying find information delivery period,delivery_period,medium_priority
15967,want know number contact customer support,contact_customer_service,high_priority
15968,want edit info profile,edit_account,medium_priority
15969,file consumer complaint,complaint,high_priority
15970,cant understand speak someone,contact_human_agent,high_priority
15971,call customer support,contact_customer_service,medium_priority
15972,would like check cancellation fee,check_cancellation_fee,standard_priority
15973,problem paying order help notify,payment_issue,standard_priority
15974,event postponed want get reimbursemenmt,get_refund,standard_priority
15975,please could ask agent leave comment service,review,medium_priority
15976,want information call client service,contact_customer_service,standard_priority
15977,want know create one online account single email address,create_account,standard_priority
15978,using another account,switch_account,medium_priority
15979,know could check invoices,check_invoice,standard_priority
15980,tell soon expect tickets arrive,delivery_period,standard_priority
15981,id like cancel profile,delete_account,high_priority
15982,wan na know check package,track_order,high_priority
15983,got error message tried make payment charged anyway,payment_issue,standard_priority
15984,would like add items order,change_order,standard_priority
15985,tell register several user accounts email,create_account,medium_priority
15986,need contact fucking customer assistance,contact_customer_service,medium_priority
15987,got erreor attempted pay card charged anyway report,payment_issue,standard_priority
15988,register one profile single email address,create_account,high_priority
15989,inform problem making payment,payment_issue,medium_priority
15990,ask agent could check fucking status reimbursement please,track_refund,standard_priority
15991,check packages,track_order,medium_priority
15992,check payment methods,check_payment_methods,medium_priority
15993,need help tracikng package,track_order,medium_priority
15994,show payment methods available,check_payment_methods,medium_priority
15995,recover account password,recover_password,medium_priority
15996,solve problem payment,payment_issue,medium_priority
15997,need assistance checking invoice four months ago,check_invoice,standard_priority
15998,know need report payment issue,payment_issue,standard_priority
15999,shipping address set,set_up_shipping_address,standard_priority
16000,got user account,create_account,medium_priority
16001,wan na track package tell,track_order,standard_priority
16002,want pseak human gaent,contact_human_agent,high_priority
16003,want file comment help,review,standard_priority
16004,please mind asking agent information requesting fucking invoice,get_invoice,medium_priority
16005,want know status reimbursement track,track_refund,standard_priority
16006,u ask agent inform payment issue,payment_issue,high_priority
16007,dont account help create one,create_account,high_priority
16008,give infornation lost pin,recover_password,medium_priority
16009,delete online account,delete_account,standard_priority
16010,want help edit personal information,edit_account,high_priority
16011,error pops whewn try pay order,payment_issue,standard_priority
16012,helping contact human agent,contact_human_agent,standard_priority
16013,account hacked recover,recover_password,standard_priority
16014,could file complaint business,complaint,medium_priority
16015,help checking options delivery choose,delivery_options,medium_priority
16016,show cancelled obtain reimbursement,get_refund,standard_priority
16017,know make purchase,place_order,standard_priority
16018,tell create one profile email,create_account,medium_priority
16019,want know order cancellations,cancel_order,standard_priority
16020,possible contact customer service,contact_customer_service,medium_priority
16021,could ask agent update information profile,edit_account,medium_priority
16022,see bill,check_invoices,medium_priority
16023,purchased item change purchase,change_order,standard_priority
16024,id like track shipment tell,track_order,standard_priority
16025,could tell could track delivery please,track_order,medium_priority
16026,understand need help speaking someone,contact_human_agent,standard_priority
16027,account hacked recover,recover_password,standard_priority
16028,could check cancellation fee,check_cancellation_fee,medium_priority
16029,want cancel account,delete_account,standard_priority
16030,need help track order,track_order,medium_priority
16031,want information options ticket delivery,delivery_options,medium_priority
16032,need check options delivery choose,delivery_options,standard_priority
16033,need information u talk fucking client service,contact_customer_service,high_priority
16034,event postponed request reimbursement please,get_refund,standard_priority
16035,much cost break contract,check_cancellation_fee,standard_priority
16036,want information speak customer service,contact_customer_service,medium_priority
16037,help contact someone,contact_human_agent,medium_priority
16038,please u ask agent write opinion,review,high_priority
16039,need help downloading bill,get_invoice,high_priority
16040,contact person,contact_human_agent,medium_priority
16041,helping contact human,contact_human_agent,standard_priority
16042,account need help registering,create_account,standard_priority
16043,please could ask agent could reset account password,recover_password,medium_priority
16044,tell allowed payment methods,check_payment_methods,medium_priority
16045,want information talk customer service,contact_customer_service,medium_priority
16046,user account hacked recover,recover_password,high_priority
16047,help check options delivery choose,delivery_options,medium_priority
16048,see time reach customer assistance,contact_customer_service,medium_priority
16049,dont understand talk person please,contact_human_agent,high_priority
16050,problem paying order report,payment_issue,standard_priority
16051,would like see fucking delivery period ticket,delivery_period,standard_priority
16052,want information delivery options,delivery_options,medium_priority
16053,information user account deletions,delete_account,medium_priority
16054,question cancelling order,cancel_order,standard_priority
16055,want get bills tell,get_invoice,standard_priority
16056,need user account open one,create_account,medium_priority
16057,subscription company newsletter,newsletter_subscription,medium_priority
16058,wan na see bill tell,get_invoice,high_priority
16059,like notify issue making payment,payment_issue,medium_priority
16060,trying check soon expect delivery,delivery_period,standard_priority
16061,want user account need help creating one,create_account,high_priority
16062,want know check deliveries,track_order,medium_priority
16063,ca understand contact person,contact_human_agent,standard_priority
16064,changed mind cancel profile,delete_account,standard_priority
16065,get error message attempt pay order,payment_issue,standard_priority
16066,could tell options delivery,delivery_options,medium_priority
16067,receive invoices need help seeing,check_invoices,high_priority
16068,changed mind close user account,delete_account,medium_priority
16069,issue paying order want notify,payment_issue,standard_priority
16070,u ask agent could switch aqnother account please,switch_account,high_priority
16071,want check shipments tell,track_order,standard_priority
16072,want help check payment methods available,check_payment_methods,medium_priority
16073,tell create two online accounts email address,create_account,medium_priority
16074,want delete user account,delete_account,medium_priority
16075,try reset online account pin code,recover_password,high_priority
16076,someone stole password recover,recover_password,standard_priority
16077,need help viewing status refund,track_refund,standard_priority
16078,could show delivery options choose,delivery_options,medium_priority
16079,wan na lodge comment service,review,high_priority
16080,could make order,place_order,medium_priority
16081,check status purchase,track_order,medium_priority
16082,help sign newsletter,newsletter_subscription,medium_priority
16083,switching new profile,switch_account,medium_priority
16084,help report issues payment,payment_issue,medium_priority
16085,need information help call customer service,contact_customer_service,high_priority
16086,got error attempted make payment charged anyway notify,payment_issue,standard_priority
16087,show cancelled get refund,get_refund,standard_priority
16088,could help set different shipping address,set_up_shipping_address,medium_priority
16089,need assistance delete account,delete_account,medium_priority
16090,want close profile,delete_account,medium_priority
16091,tell check shipments,track_order,medium_priority
16092,got error attempted make payment card charged anyway notify,payment_issue,standard_priority
16093,want get invoice give information,get_invoice,standard_priority
16094,want obtain refund u help,get_refund,high_priority
16095,please ask agent could notify issues making payment,payment_issue,medium_priority
16096,notify issues paying,payment_issue,high_priority
16097,show mail client service,contact_customer_service,medium_priority
16098,please could u ask agent see invoice,get_invoice,high_priority
16099,ya tell time call customer service,contact_customer_service,high_priority
16100,helping speak human,contact_human_agent,standard_priority
16101,want set shipping address help,set_up_shipping_address,standard_priority
16102,got error message attempted make payment card charged anyway help inform,payment_issue,standard_priority
16103,u ask agent check invoice,check_invoices,high_priority
16104,view options delivery,delivery_options,medium_priority
16105,know submit feedback,review,standard_priority
16106,need help cancelling order made,cancel_order,standard_priority
16107,need subscribe newsletter,newsletter_subscription,standard_priority
16108,please ask agent could retrieve password,recover_password,medium_priority
16109,view cancellation penalties,check_cancellation_fee,medium_priority
16110,would like delete account,delete_account,standard_priority
16111,got error attempted pay card charged anyway inform,payment_issue,standard_priority
16112,call customer assistance,contact_customer_service,medium_priority
16113,want see bill help,check_invoices,standard_priority
16114,inform troubles account,registration_problems,medium_priority
16115,see ticket delivery options,delivery_options,high_priority
16116,got error message attempted make payment card charged anyway inform,payment_issue,standard_priority
16117,notify problems paying,payment_issue,medium_priority
16118,want see invoices tell,get_invoice,standard_priority
16119,check circumstances ask money back,check_refund_policy,standard_priority
16120,reqauest refund,get_refund,medium_priority
16121,show cancelled obtain refund,get_refund,standard_priority
16122,help submitting feedback company,review,medium_priority
16123,would like check anything new refund,track_refund,standard_priority
16124,problem trying make payment card inform,payment_issue,high_priority
16125,help getting refund money,get_refund,medium_priority
16126,solve payment problem,payment_issue,medium_priority
16127,looking information kkey reset,recover_password,medium_priority
16128,fucking payment options,check_payment_methods,medium_priority
16129,trying find information delivery period,delivery_period,standard_priority
16130,unsubscribe coorporate newsletter,newsletter_subscription,medium_priority
16131,ask agent could leave fucking review please,review,high_priority
16132,refund policy,check_refund_policy,medium_priority
16133,happy service submit consumer complaint,complaint,standard_priority
16134,need check payment options allowed,check_payment_methods,standard_priority
16135,problem paying card help notify please,payment_issue,standard_priority
16136,want see bills,get_invoice,medium_priority
16137,ask agent could notify fucking problem paying,payment_issue,medium_priority
16138,would like track refund,track_refund,standard_priority
16139,event postponed help obtain reimbursement,get_refund,standard_priority
16140,want help getting refund,get_refund,standard_priority
16141,need help seeing bills,check_invoices,medium_priority
16142,got noline account open one,create_account,standard_priority
16143,want know something getting bill,get_invoice,standard_priority
16144,assistance removing several items order,change_order,medium_priority
16145,want submit opinion service help,review,standard_priority
16146,tell create two online accounts single email,create_account,medium_priority
16147,error message pops try pay order,payment_issue,standard_priority
16148,trying report registration issues,registration_problems,medium_priority
16149,could buy several item,place_order,medium_priority
16150,want know create several accounts single email,create_account,standard_priority
16151,havent got user account need help opening one,create_account,high_priority
16152,ask agent see bill,get_invoice,medium_priority
16153,got error tried make apayment charged anyway notify,payment_issue,standard_priority
16154,need user account need help creating one,create_account,medium_priority
16155,got error tried pay card charged anyway help notify,payment_issue,standard_priority
16156,help notify issue payment,payment_issue,medium_priority
16157,notify problems making payment,payment_issue,medium_priority
16158,wan na request information requesting bill,get_invoice,medium_priority
16159,phone contact customer support,contact_customer_service,medium_priority
16160,help cancel last order,cancel_order,medium_priority
16161,see money back policy,check_refund_policy,medium_priority
16162,u ask agent inform fucking problem making payment,payment_issue,high_priority
16163,need assistance get invoice purchases ago,get_invoice,standard_priority
16164,know leave review service,review,standard_priority
16165,profile hacked could get back,recover_password,standard_priority
16166,tell mail customer service,contact_customer_service,medium_priority
16167,wan na change purchase tell,change_order,high_priority
16168,help delete account,delete_account,medium_priority
16169,write review,review,medium_priority
16170,talk human agent,contact_human_agent,medium_priority
16171,happy services make claim,complaint,standard_priority
16172,problem paying mmy online order,payment_issue,medium_priority
16173,want view status reimbursement,track_refund,standard_priority
16174,account,create_account,standard_priority
16175,u ask agent could leave review service,review,high_priority
16176,could help report issue payment,payment_issue,medium_priority
16177,tell changing shipping address,change_shipping_address,medium_priority
16178,notify payment problem,payment_issue,medium_priority
16179,could u ask agent inform problems payment,payment_issue,medium_priority
16180,discontent service file complaint,complaint,standard_priority
16181,got error message tried make payment card charged anyway need help reporting,payment_issue,standard_priority
16182,need information want senjd email customer support,contact_customer_service,standard_priority
16183,modify personal info,edit_account,medium_priority
16184,like get fucking bills tell please,get_invoice,high_priority
16185,customer service,contact_customer_service,medium_priority
16186,bought something need help modifying order,change_order,standard_priority
16187,arent helping talk human agent,contact_human_agent,high_priority
16188,could u ask agent solve fucking payment issues please,payment_issue,high_priority
16189,get refund money,get_refund,standard_priority
16190,tell register two accounts email address,create_account,medium_priority
16191,tracking order,track_order,medium_priority
16192,please ask agent notify issue payment,payment_issue,high_priority
16193,understtand want talk someone please,contact_human_agent,standard_priority
16194,account hacked get back,recover_password,standard_priority
16195,want assistance check allowed payment methods,check_payment_methods,medium_priority
16196,could ask agent make fucking complaint please,complaint,standard_priority
16197,dont know speak human agent,contact_human_agent,high_priority
16198,wan na modify purchase send,change_order,medium_priority
16199,want contact customer support,contact_customer_service,high_priority
16200,ask agent see invoices,get_invoice,standard_priority
16201,event postponed,get_refund,high_priority
16202,notify payment problem,payment_issue,medium_priority
16203,question online,registration_problems,medium_priority
16204,dont know file customer reclamation,complaint,high_priority
16205,help track order,track_order,medium_priority
16206,got error attempted make payment charged anyway u report,payment_issue,high_priority
16207,help notify issues payment,payment_issue,medium_priority
16208,remove user account,delete_account,high_priority
16209,please ask agent icould inform fucking payment issue,payment_issue,medium_priority
16210,ask agent create profile,create_account,medium_priority
16211,tell create one online account email address,create_account,medium_priority
16212,game cancelled request refund,get_refund,high_priority
16213,options delivery available,delivery_options,medium_priority
16214,tell cancel subscription ur newsletter,newsletter_subscription,medium_priority
16215,issue paying order report,payment_issue,high_priority
16216,understand contact human,contact_human_agent,standard_priority
